ID, PERSON_ID, CHECKIN, CHECKOUT, BUILDING
0000002711, 0000000113, '2017-04-07 12:40:34', '2017-04-07 15:54:10', '9124'
0000002712, 0000000113, '2017-04-08 16:35:15', '2017-04-08 18:46:56', '9124'
0000002713, 0000000114, '2017-04-03 07:12:43', '2017-04-03 08:49:17', '9216'
0000002714, 0000000114, '2017-04-03 09:47:29', '2017-04-03 10:54:24', '9224'
0000002715, 0000000114, '2017-04-03 12:04:38', '2017-04-03 13:14:33', '115954'
0000002716, 0000000114, '2017-04-03 15:28:08', '2017-04-03 17:51:49', '115954'
0000002717, 0000000114, '2017-04-03 18:46:22', '2017-04-03 20:56:14', '9250'
0000002718, 0000000114, '2017-04-04 07:00:30', '2017-04-04 08:15:20', '9401'
0000002719, 0000000114, '2017-04-04 09:31:14', '2017-04-04 11:59:51', '9216'
0000002720, 0000000114, '2017-04-04 13:29:14', '2017-04-04 14:40:30', '115954'
0000002721, 0000000114, '2017-04-04 16:39:45', '2017-04-04 18:57:39', '9216'
0000002722, 0000000114, '2017-04-04 20:04:27', '2017-04-04 21:19:29', '9216'
0000002723, 0000000114, '2017-04-05 07:05:45', '2017-04-05 09:56:12', '9216'
0000002724, 0000000114, '2017-04-05 11:21:41', '2017-04-05 13:32:13', '9401'
0000002725, 0000000114, '2017-04-05 14:30:02', '2017-04-05 16:42:34', '9216'
0000002726, 0000000114, '2017-04-05 18:10:00', '2017-04-05 20:43:04', '9247'
0000002727, 0000000114, '2017-04-05 21:18:04', '2017-04-05 22:59:59', '9216'
0000002728, 0000000114, '2017-04-06 07:43:10', '2017-04-06 08:50:11', '115954'
0000002729, 0000000114, '2017-04-06 09:36:10', '2017-04-06 11:38:27', '9216'
0000002730, 0000000114, '2017-04-06 12:08:01', '2017-04-06 13:28:03', '9216'
0000002731, 0000000114, '2017-04-06 15:13:46', '2017-04-06 16:14:36', '9216'
0000002732, 0000000114, '2017-04-06 17:12:21', '2017-04-06 18:34:07', '9224'
0000002733, 0000000114, '2017-04-06 19:26:41', '2017-04-06 20:44:28', '9401'
0000002734, 0000000114, '2017-04-06 21:32:43', '2017-04-06 23:36:47', '9216'
0000002735, 0000000114, '2017-04-07 12:50:33', '2017-04-07 14:59:47', '9124'
0000002736, 0000000114, '2017-04-08 16:18:11', '2017-04-08 19:19:24', '9124'
0000002737, 0000000115, '2017-04-03 07:29:12', '2017-04-03 08:59:43', '9401'
0000002738, 0000000115, '2017-04-03 10:47:56', '2017-04-03 11:54:50', '9223'
0000002739, 0000000115, '2017-04-03 13:25:22', '2017-04-03 15:42:30', '9223'
0000002740, 0000000115, '2017-04-03 17:24:55', '2017-04-03 18:50:34', '9223'
0000002741, 0000000115, '2017-04-03 19:04:58', '2017-04-03 20:22:35', '115954'
0000002742, 0000000115, '2017-04-03 21:38:48', '2017-04-03 23:44:31', '9223'
0000002743, 0000000115, '2017-04-04 08:30:51', '2017-04-04 10:32:17', '9401'
0000002744, 0000000115, '2017-04-04 12:14:06', '2017-04-04 14:58:51', '9223'
0000002745, 0000000115, '2017-04-04 15:28:54', '2017-04-04 16:32:51', '9223'
0000002746, 0000000115, '2017-04-04 18:19:33', '2017-04-04 20:53:09', '115954'
0000002747, 0000000115, '2017-04-05 08:46:06', '2017-04-05 10:57:01', '9223'
0000002748, 0000000115, '2017-04-05 11:37:07', '2017-04-05 12:44:35', '9250'
0000002749, 0000000115, '2017-04-05 13:26:19', '2017-04-05 15:41:18', '115954'
0000002750, 0000000115, '2017-04-05 16:26:14', '2017-04-05 17:43:46', '115954'
0000002751, 0000000115, '2017-04-05 19:35:57', '2017-04-05 21:58:47', '9223'
0000002752, 0000000115, '2017-04-06 07:34:33', '2017-04-06 09:42:05', '115954'
0000002753, 0000000115, '2017-04-06 11:49:33', '2017-04-06 12:58:29', '9223'
0000002754, 0000000115, '2017-04-06 14:08:48', '2017-04-06 16:16:37', '9223'
0000002755, 0000000115, '2017-04-06 17:03:12', '2017-04-06 18:55:25', '9401'
0000002756, 0000000115, '2017-04-06 20:00:40', '2017-04-06 21:36:12', '9247'
0000002757, 0000000115, '2017-04-07 13:42:46', '2017-04-07 15:56:20', '9124'
0000002758, 0000000115, '2017-04-08 15:06:33', '2017-04-08 18:59:04', '9124'
0000002759, 0000000116, '2017-04-03 07:16:07', '2017-04-03 09:25:45', '115954'
0000002760, 0000000116, '2017-04-03 11:45:38', '2017-04-03 12:54:30', '115954'
0000002761, 0000000116, '2017-04-03 13:40:14', '2017-04-03 15:51:49', '115954'
0000002762, 0000000116, '2017-04-03 16:17:44', '2017-04-03 17:59:58', '115954'
0000002763, 0000000116, '2017-04-03 19:00:23', '2017-04-03 21:33:53', '115954'
0000002764, 0000000116, '2017-04-04 07:02:49', '2017-04-04 09:59:56', '115954'
0000002765, 0000000116, '2017-04-04 11:07:22', '2017-04-04 12:37:39', '115954'
0000002766, 0000000116, '2017-04-04 14:44:22', '2017-04-04 16:59:11', '9247'
0000002767, 0000000116, '2017-04-04 17:48:53', '2017-04-04 18:57:35', '115954'
0000002768, 0000000116, '2017-04-04 20:46:05', '2017-04-04 21:57:56', '115954'
0000002769, 0000000116, '2017-04-04 22:37:59', '2017-04-04 23:56:13', '115954'
0000002770, 0000000116, '2017-04-05 08:13:49', '2017-04-05 10:20:38', '115954'
0000002771, 0000000116, '2017-04-05 12:26:21', '2017-04-05 14:52:08', '115954'
0000002772, 0000000116, '2017-04-05 15:19:53', '2017-04-05 16:45:35', '9401'
0000002773, 0000000116, '2017-04-05 18:34:11', '2017-04-05 19:56:38', '9224'
0000002774, 0000000116, '2017-04-05 21:23:44', '2017-04-05 22:29:10', '115954'
0000002775, 0000000116, '2017-04-06 07:25:17', '2017-04-06 09:27:07', '115954'
0000002776, 0000000116, '2017-04-06 11:18:29', '2017-04-06 12:33:55', '9247'
0000002777, 0000000116, '2017-04-06 13:00:25', '2017-04-06 14:39:01', '9224'
0000002778, 0000000116, '2017-04-06 16:14:50', '2017-04-06 18:47:26', '9247'
0000002779, 0000000116, '2017-04-06 20:45:55', '2017-04-06 21:47:45', '115954'
0000002780, 0000000116, '2017-04-07 12:38:49', '2017-04-07 15:56:43', '9124'
0000002781, 0000000116, '2017-04-08 16:42:48', '2017-04-08 19:45:28', '9124'
0000002782, 0000000117, '2017-04-03 08:21:47', '2017-04-03 10:30:47', '115954'
0000002783, 0000000117, '2017-04-03 11:03:01', '2017-04-03 12:37:59', '9224'
0000002784, 0000000117, '2017-04-03 13:45:44', '2017-04-03 15:57:26', '115954'
0000002785, 0000000117, '2017-04-03 16:11:41', '2017-04-03 17:13:50', '9247'
0000002786, 0000000117, '2017-04-03 18:15:35', '2017-04-03 19:27:34', '115954'
0000002787, 0000000117, '2017-04-03 21:03:14', '2017-04-03 23:05:13', '115954'
0000002788, 0000000117, '2017-04-04 07:03:59', '2017-04-04 08:04:03', '115954'
0000002789, 0000000117, '2017-04-04 09:41:22', '2017-04-04 11:49:11', '115954'
0000002790, 0000000117, '2017-04-04 12:20:43', '2017-04-04 14:31:45', '9224'
0000002791, 0000000117, '2017-04-04 15:26:52', '2017-04-04 16:39:20', '9401'
0000002792, 0000000117, '2017-04-04 17:19:28', '2017-04-04 18:40:07', '115954'
0000002793, 0000000117, '2017-04-04 20:27:09', '2017-04-04 21:46:24', '9401'
0000002794, 0000000117, '2017-04-05 08:47:40', '2017-04-05 10:54:59', '9401'
0000002795, 0000000117, '2017-04-05 12:10:19', '2017-04-05 14:54:19', '115954'
0000002796, 0000000117, '2017-04-05 15:14:12', '2017-04-05 16:28:47', '9250'
0000002797, 0000000117, '2017-04-05 18:27:00', '2017-04-05 20:48:57', '115954'
0000002798, 0000000117, '2017-04-05 22:05:33', '2017-04-05 23:07:08', '115954'
0000002799, 0000000117, '2017-04-06 07:43:55', '2017-04-06 09:44:14', '115954'
0000002800, 0000000117, '2017-04-06 11:32:58', '2017-04-06 12:53:49', '115954'
0000002801, 0000000117, '2017-04-06 14:14:12', '2017-04-06 16:56:34', '9250'
0000002802, 0000000117, '2017-04-06 17:16:21', '2017-04-06 18:41:14', '9401'
0000002803, 0000000117, '2017-04-06 20:28:47', '2017-04-06 21:58:30', '115954'
0000002804, 0000000117, '2017-04-07 13:30:14', '2017-04-07 15:55:19', '9124'
0000002805, 0000000117, '2017-04-08 16:39:54', '2017-04-08 18:40:28', '9124'
0000002806, 0000000118, '2017-04-03 07:15:22', '2017-04-03 09:26:32', '9224'
0000002807, 0000000118, '2017-04-03 11:33:38', '2017-04-03 12:37:52', '9250'
0000002808, 0000000118, '2017-04-03 14:19:14', '2017-04-03 15:29:41', '9223'
0000002809, 0000000118, '2017-04-03 16:12:55', '2017-04-03 17:20:10', '9224'
0000002810, 0000000118, '2017-04-03 19:23:54', '2017-04-03 20:42:02', '9223'
0000002811, 0000000118, '2017-04-04 07:15:25', '2017-04-04 08:28:55', '9247'
0000002812, 0000000118, '2017-04-04 10:09:05', '2017-04-04 11:42:57', '9224'
0000002813, 0000000118, '2017-04-04 13:46:19', '2017-04-04 14:59:32', '9247'
0000002814, 0000000118, '2017-04-04 15:32:44', '2017-04-04 16:36:18', '115954'
0000002815, 0000000118, '2017-04-04 17:25:17', '2017-04-04 18:43:55', '9223'
0000002816, 0000000118, '2017-04-04 19:49:41', '2017-04-04 20:53:33', '9401'
0000002817, 0000000118, '2017-04-04 21:39:15', '2017-04-04 22:43:26', '9223'
0000002818, 0000000118, '2017-04-05 08:38:32', '2017-04-05 10:40:46', '115954'
0000002819, 0000000118, '2017-04-05 11:44:49', '2017-04-05 13:52:16', '9223'
0000002820, 0000000118, '2017-04-05 14:24:40', '2017-04-05 15:40:23', '9223'
0000002821, 0000000118, '2017-04-05 16:08:34', '2017-04-05 18:28:09', '9401'
0000002822, 0000000118, '2017-04-05 20:48:12', '2017-04-05 21:51:26', '115954'
0000002823, 0000000118, '2017-04-06 08:37:48', '2017-04-06 09:57:17', '9223'
0000002824, 0000000118, '2017-04-06 10:47:43', '2017-04-06 12:48:02', '115954'
0000002825, 0000000118, '2017-04-06 14:08:09', '2017-04-06 16:52:30', '115954'
0000002826, 0000000118, '2017-04-06 17:41:37', '2017-04-06 19:45:33', '115954'
0000002827, 0000000118, '2017-04-06 21:01:27', '2017-04-06 22:58:44', '9223'
0000002828, 0000000118, '2017-04-07 12:07:40', '2017-04-07 15:26:28', '9124'
0000002829, 0000000118, '2017-04-08 16:03:25', '2017-04-08 19:45:38', '9124'
0000002830, 0000000119, '2017-04-03 08:34:59', '2017-04-03 10:56:15', '9252'
0000002831, 0000000119, '2017-04-03 11:40:49', '2017-04-03 13:44:55', '9252'
0000002832, 0000000119, '2017-04-03 15:35:18', '2017-04-03 16:40:25', '9252'
0000002833, 0000000119, '2017-04-03 18:30:54', '2017-04-03 20:36:17', '115954'
0000002834, 0000000119, '2017-04-03 22:17:17', '2017-04-03 23:27:04', '9401'
0000002835, 0000000119, '2017-04-04 08:40:39', '2017-04-04 10:43:08', '9247'
0000002836, 0000000119, '2017-04-04 12:50:31', '2017-04-04 14:53:38', '9247'
0000002837, 0000000119, '2017-04-04 15:15:55', '2017-04-04 17:48:23', '9224'
0000002838, 0000000119, '2017-04-04 19:35:00', '2017-04-04 20:50:51', '9250'
0000002839, 0000000119, '2017-04-04 21:45:19', '2017-04-04 22:54:26', '9224'
0000002840, 0000000119, '2017-04-05 07:06:07', '2017-04-05 08:24:44', '9224'
0000002841, 0000000119, '2017-04-05 10:37:52', '2017-04-05 12:47:07', '9224'
0000002842, 0000000119, '2017-04-05 14:19:06', '2017-04-05 15:31:05', '9252'
0000002843, 0000000119, '2017-04-05 17:16:37', '2017-04-05 19:40:21', '9252'
0000002844, 0000000119, '2017-04-05 21:12:50', '2017-04-05 22:23:09', '9250'
0000002845, 0000000119, '2017-04-06 07:19:23', '2017-04-06 09:23:58', '9252'
0000002846, 0000000119, '2017-04-06 11:45:26', '2017-04-06 12:50:51', '115954'
0000002847, 0000000119, '2017-04-06 14:19:20', '2017-04-06 15:43:19', '9252'
0000002848, 0000000119, '2017-04-06 17:00:05', '2017-04-06 18:33:44', '9252'
0000002849, 0000000119, '2017-04-06 20:06:43', '2017-04-06 22:31:13', '9224'
0000002850, 0000000119, '2017-04-07 13:30:40', '2017-04-07 16:47:35', '9124'
0000002851, 0000000119, '2017-04-08 16:43:25', '2017-04-08 19:46:59', '9124'
0000002852, 0000000120, '2017-04-03 08:44:59', '2017-04-03 09:55:12', '9251'
0000002853, 0000000120, '2017-04-03 10:14:24', '2017-04-03 11:28:52', '115954'
0000002854, 0000000120, '2017-04-03 12:00:37', '2017-04-03 14:22:15', '9250'
0000002855, 0000000120, '2017-04-03 16:03:39', '2017-04-03 18:04:35', '9251'
0000002856, 0000000120, '2017-04-03 20:21:58', '2017-04-03 21:38:55', '115954'
0000002857, 0000000120, '2017-04-03 22:22:50', '2017-04-03 23:49:22', '9224'
0000002858, 0000000120, '2017-04-04 07:04:00', '2017-04-04 09:33:37', '9401'
0000002859, 0000000120, '2017-04-04 10:38:31', '2017-04-04 11:44:47', '9251'
0000002860, 0000000120, '2017-04-04 12:41:10', '2017-04-04 13:55:23', '9251'
0000002861, 0000000120, '2017-04-04 15:09:47', '2017-04-04 16:11:05', '115954'
0000002862, 0000000120, '2017-04-04 18:49:21', '2017-04-04 19:59:23', '9247'
0000002863, 0000000120, '2017-04-04 20:48:31', '2017-04-04 22:57:39', '9251'
0000002864, 0000000120, '2017-04-05 08:48:45', '2017-04-05 10:51:48', '9401'
0000002865, 0000000120, '2017-04-05 12:11:53', '2017-04-05 14:59:18', '115954'
0000002866, 0000000120, '2017-04-05 15:32:11', '2017-04-05 16:41:04', '9224'
0000002867, 0000000120, '2017-04-05 17:19:32', '2017-04-05 19:35:50', '9401'
0000002868, 0000000120, '2017-04-05 21:01:35', '2017-04-05 23:07:12', '115954'
0000002869, 0000000120, '2017-04-06 08:19:05', '2017-04-06 09:51:23', '9251'
0000002870, 0000000120, '2017-04-06 11:11:21', '2017-04-06 13:38:52', '9224'
0000002871, 0000000120, '2017-04-06 15:49:50', '2017-04-06 16:51:46', '9401'
0000002872, 0000000120, '2017-04-06 17:09:58', '2017-04-06 19:53:24', '115954'
0000002873, 0000000120, '2017-04-06 20:30:15', '2017-04-06 21:59:05', '9401'
0000002874, 0000000120, '2017-04-07 12:41:19', '2017-04-07 15:58:47', '9124'
0000002875, 0000000120, '2017-04-08 15:02:54', '2017-04-08 18:48:08', '9124'
0000002876, 0000000121, '2017-04-03 07:36:11', '2017-04-03 09:51:50', '9247'
0000002877, 0000000121, '2017-04-03 11:28:33', '2017-04-03 12:31:32', '9247'
0000002878, 0000000121, '2017-04-03 13:47:15', '2017-04-03 15:57:52', '9224'
0000002879, 0000000121, '2017-04-03 16:36:54', '2017-04-03 17:53:30', '9252'
0000002880, 0000000121, '2017-04-03 18:25:39', '2017-04-03 20:53:40', '9252'
0000002881, 0000000121, '2017-04-03 22:41:09', '2017-04-03 23:43:05', '115954'
0000002882, 0000000121, '2017-04-04 07:23:36', '2017-04-04 08:43:14', '9252'
0000002883, 0000000121, '2017-04-04 09:46:31', '2017-04-04 10:53:21', '9247'
0000002884, 0000000121, '2017-04-04 12:07:38', '2017-04-04 14:34:41', '9224'
0000002885, 0000000121, '2017-04-04 16:21:09', '2017-04-04 18:25:02', '9252'
0000002886, 0000000121, '2017-04-04 19:25:26', '2017-04-04 21:45:01', '9252'
0000002887, 0000000121, '2017-04-04 22:34:51', '2017-04-04 23:35:57', '9401'
0000002888, 0000000121, '2017-04-05 07:04:47', '2017-04-05 09:34:28', '9224'
0000002889, 0000000121, '2017-04-05 10:31:10', '2017-04-05 12:58:49', '115954'
0000002890, 0000000121, '2017-04-05 14:36:12', '2017-04-05 16:51:14', '9252'
0000002891, 0000000121, '2017-04-05 17:42:13', '2017-04-05 18:53:52', '9250'
0000002892, 0000000121, '2017-04-05 19:46:59', '2017-04-05 20:56:55', '9252'
0000002893, 0000000121, '2017-04-05 21:21:18', '2017-04-05 22:53:14', '9252'
0000002894, 0000000121, '2017-04-06 08:21:49', '2017-04-06 09:46:15', '115954'
0000002895, 0000000121, '2017-04-06 11:50:38', '2017-04-06 13:59:08', '9252'
0000002896, 0000000121, '2017-04-06 14:34:38', '2017-04-06 15:45:53', '9252'
0000002897, 0000000121, '2017-04-06 17:37:06', '2017-04-06 18:43:57', '9401'
0000002898, 0000000121, '2017-04-06 19:08:41', '2017-04-06 21:11:49', '115954'
0000002899, 0000000121, '2017-04-07 12:06:15', '2017-04-07 14:26:47', '9124'
0000002900, 0000000121, '2017-04-08 16:46:24', '2017-04-08 19:57:46', '9124'
0000002901, 0000000122, '2017-04-03 07:05:48', '2017-04-03 08:18:19', '9216'
0000002902, 0000000122, '2017-04-03 09:11:48', '2017-04-03 11:57:32', '9247'
0000002903, 0000000122, '2017-04-03 13:34:51', '2017-04-03 14:39:35', '9216'
0000002904, 0000000122, '2017-04-03 16:16:49', '2017-04-03 18:18:47', '9216'
0000002905, 0000000122, '2017-04-03 20:13:13', '2017-04-03 21:44:30', '9401'
0000002906, 0000000122, '2017-04-04 07:31:26', '2017-04-04 08:33:01', '9250'
0000002907, 0000000122, '2017-04-04 10:49:48', '2017-04-04 12:58:03', '9247'
0000002908, 0000000122, '2017-04-04 14:01:46', '2017-04-04 15:25:36', '9216'
0000002909, 0000000122, '2017-04-04 16:18:51', '2017-04-04 17:24:07', '9216'
0000002910, 0000000122, '2017-04-04 19:29:39', '2017-04-04 21:41:41', '9216'
0000002911, 0000000122, '2017-04-05 07:34:11', '2017-04-05 09:37:52', '9216'
0000002912, 0000000122, '2017-04-05 11:23:01', '2017-04-05 12:34:26', '9224'
0000002913, 0000000122, '2017-04-05 14:50:39', '2017-04-05 15:58:24', '115954'
0000002914, 0000000122, '2017-04-05 16:22:13', '2017-04-05 17:33:48', '9216'
0000002915, 0000000122, '2017-04-05 19:42:44', '2017-04-05 20:53:40', '9247'
0000002916, 0000000122, '2017-04-05 22:31:15', '2017-04-05 23:54:14', '9216'
0000002917, 0000000122, '2017-04-06 08:24:29', '2017-04-06 10:52:55', '115954'
0000002918, 0000000122, '2017-04-06 11:03:46', '2017-04-06 13:43:13', '115954'
0000002919, 0000000122, '2017-04-06 15:02:19', '2017-04-06 16:39:17', '9216'
0000002920, 0000000122, '2017-04-06 17:46:23', '2017-04-06 18:51:32', '9216'
0000002921, 0000000122, '2017-04-06 20:45:42', '2017-04-06 21:56:45', '115954'
0000002922, 0000000122, '2017-04-07 13:21:45', '2017-04-07 15:23:56', '9124'
0000002923, 0000000122, '2017-04-08 15:28:14', '2017-04-08 18:47:42', '9124'
0000002924, 0000000123, '2017-04-03 08:34:16', '2017-04-03 09:46:22', '9247'
0000002925, 0000000123, '2017-04-03 10:12:44', '2017-04-03 12:39:51', '115954'
0000002926, 0000000123, '2017-04-03 13:27:57', '2017-04-03 15:48:59', '9250'
0000002927, 0000000123, '2017-04-03 16:46:04', '2017-04-03 18:57:19', '9250'
0000002928, 0000000123, '2017-04-03 20:36:05', '2017-04-03 21:37:07', '115954'
0000002929, 0000000123, '2017-04-03 22:35:11', '2017-04-03 23:40:41', '115954'
0000002930, 0000000123, '2017-04-04 08:38:19', '2017-04-04 09:54:04', '115954'
0000002931, 0000000123, '2017-04-04 10:10:33', '2017-04-04 12:11:04', '115954'
0000002932, 0000000123, '2017-04-04 14:03:40', '2017-04-04 15:46:30', '9250'
0000002933, 0000000123, '2017-04-04 17:24:54', '2017-04-04 18:29:06', '115954'
0000002934, 0000000123, '2017-04-04 20:42:57', '2017-04-04 21:45:58', '115954'
0000002935, 0000000123, '2017-04-04 22:20:33', '2017-04-04 23:39:03', '115954'
0000002936, 0000000123, '2017-04-05 07:35:55', '2017-04-05 09:59:39', '115954'
0000002937, 0000000123, '2017-04-05 10:34:28', '2017-04-05 11:58:06', '9247'
0000002938, 0000000123, '2017-04-05 12:36:04', '2017-04-05 13:59:23', '9401'
0000002939, 0000000123, '2017-04-05 14:40:58', '2017-04-05 16:57:40', '115954'
0000002940, 0000000123, '2017-04-05 18:06:22', '2017-04-05 20:11:33', '9250'
0000002941, 0000000123, '2017-04-05 21:30:56', '2017-04-05 23:45:17', '9224'
0000002942, 0000000123, '2017-04-06 07:24:30', '2017-04-06 08:46:29', '9247'
0000002943, 0000000123, '2017-04-06 09:37:59', '2017-04-06 11:43:12', '9401'
0000002944, 0000000123, '2017-04-06 13:04:16', '2017-04-06 15:29:34', '9247'
0000002945, 0000000123, '2017-04-06 16:38:00', '2017-04-06 17:51:40', '9247'
0000002946, 0000000123, '2017-04-06 18:21:34', '2017-04-06 19:55:50', '115954'
0000002947, 0000000123, '2017-04-06 20:13:04', '2017-04-06 22:22:06', '115954'
0000002948, 0000000123, '2017-04-07 13:06:04', '2017-04-07 16:18:19', '9124'
0000002949, 0000000123, '2017-04-08 15:07:59', '2017-04-08 17:40:23', '9124'
0000002950, 0000000124, '2017-04-03 08:08:29', '2017-04-03 10:49:19', '9251'
0000002951, 0000000124, '2017-04-03 11:43:38', '2017-04-03 12:48:09', '9251'
0000002952, 0000000124, '2017-04-03 13:45:36', '2017-04-03 15:52:13', '9251'
0000002953, 0000000124, '2017-04-03 16:08:20', '2017-04-03 17:41:30', '9251'
0000002954, 0000000124, '2017-04-03 19:37:10', '2017-04-03 20:56:07', '9247'
0000002955, 0000000124, '2017-04-03 22:39:12', '2017-04-03 23:54:36', '115954'
0000002956, 0000000124, '2017-04-04 08:41:04', '2017-04-04 10:48:51', '9251'
0000002957, 0000000124, '2017-04-04 11:11:10', '2017-04-04 12:56:42', '9224'
0000002958, 0000000124, '2017-04-04 13:03:34', '2017-04-04 14:29:05', '9250'
0000002959, 0000000124, '2017-04-04 15:42:36', '2017-04-04 17:58:53', '9251'
0000002960, 0000000124, '2017-04-04 18:20:58', '2017-04-04 19:25:10', '9247'
0000002961, 0000000124, '2017-04-04 20:32:18', '2017-04-04 21:33:55', '115954'
0000002962, 0000000124, '2017-04-05 07:00:04', '2017-04-05 09:29:10', '9251'
0000002963, 0000000124, '2017-04-05 11:02:46', '2017-04-05 12:37:08', '9401'
0000002964, 0000000124, '2017-04-05 13:49:50', '2017-04-05 15:58:54', '9251'
0000002965, 0000000124, '2017-04-05 17:32:20', '2017-04-05 19:37:18', '9251'
0000002966, 0000000124, '2017-04-05 20:15:45', '2017-04-05 22:55:11', '9251'
0000002967, 0000000124, '2017-04-06 07:28:12', '2017-04-06 09:40:17', '115954'
0000002968, 0000000124, '2017-04-06 11:03:40', '2017-04-06 13:05:47', '9251'
0000002969, 0000000124, '2017-04-06 15:27:23', '2017-04-06 16:47:28', '9401'
0000002970, 0000000124, '2017-04-06 17:04:07', '2017-04-06 19:53:17', '9251'
0000002971, 0000000124, '2017-04-06 21:20:02', '2017-04-06 23:57:44', '9250'
0000002972, 0000000124, '2017-04-07 13:25:01', '2017-04-07 15:26:48', '9124'
0000002973, 0000000124, '2017-04-08 16:50:02', '2017-04-08 19:59:30', '9124'
0000002974, 0000000125, '2017-04-03 07:39:56', '2017-04-03 08:55:47', '9224'
0000002975, 0000000125, '2017-04-03 09:23:43', '2017-04-03 10:47:42', '9224'
0000002976, 0000000125, '2017-04-03 11:31:01', '2017-04-03 12:53:43', '115954'
0000002977, 0000000125, '2017-04-03 13:19:22', '2017-04-03 15:47:38', '115954'
0000002978, 0000000125, '2017-04-03 16:20:56', '2017-04-03 17:29:54', '115954'
0000002979, 0000000125, '2017-04-03 19:36:35', '2017-04-03 20:48:17', '9247'
0000002980, 0000000125, '2017-04-03 22:24:34', '2017-04-03 23:33:03', '115954'
0000002981, 0000000125, '2017-04-04 08:16:11', '2017-04-04 10:34:52', '9224'
0000002982, 0000000125, '2017-04-04 11:14:27', '2017-04-04 13:55:32', '9224'
0000002983, 0000000125, '2017-04-04 14:00:47', '2017-04-04 15:47:23', '115954'
0000002984, 0000000125, '2017-04-04 17:29:31', '2017-04-04 19:50:25', '115954'
0000002985, 0000000125, '2017-04-04 20:28:54', '2017-04-04 22:52:42', '115954'
0000002986, 0000000125, '2017-04-05 08:00:14', '2017-04-05 10:20:44', '115954'
0000002987, 0000000125, '2017-04-05 11:10:23', '2017-04-05 13:57:00', '9250'
0000002988, 0000000125, '2017-04-05 15:13:35', '2017-04-05 16:55:43', '115954'
0000002989, 0000000125, '2017-04-05 17:42:15', '2017-04-05 18:43:31', '9224'
0000002990, 0000000125, '2017-04-05 20:02:28', '2017-04-05 21:18:14', '9224'
0000002991, 0000000125, '2017-04-06 08:29:05', '2017-04-06 09:44:09', '115954'
0000002992, 0000000125, '2017-04-06 11:20:04', '2017-04-06 12:52:53', '115954'
0000002993, 0000000125, '2017-04-06 14:04:04', '2017-04-06 15:30:39', '115954'
0000002994, 0000000125, '2017-04-06 17:11:53', '2017-04-06 19:56:56', '9401'
0000002995, 0000000125, '2017-04-06 21:30:20', '2017-04-06 23:46:19', '115954'
0000002996, 0000000125, '2017-04-07 12:39:06', '2017-04-07 15:46:35', '9124'
0000002997, 0000000125, '2017-04-08 15:50:49', '2017-04-08 18:55:29', '9124'
0000002998, 0000000126, '2017-04-03 07:50:29', '2017-04-03 08:55:30', '9214'
0000002999, 0000000126, '2017-04-03 09:31:34', '2017-04-03 10:50:41', '9214'
0000003000, 0000000126, '2017-04-03 12:09:33', '2017-04-03 14:51:21', '115954'
0000003001, 0000000126, '2017-04-03 16:08:25', '2017-04-03 18:25:19', '9247'
0000003002, 0000000126, '2017-04-03 19:23:08', '2017-04-03 20:44:33', '115954'
0000003003, 0000000126, '2017-04-03 21:45:44', '2017-04-03 23:55:38', '9214'
0000003004, 0000000126, '2017-04-04 08:10:41', '2017-04-04 09:38:58', '9214'
0000003005, 0000000126, '2017-04-04 10:31:10', '2017-04-04 11:43:07', '9214'
0000003006, 0000000126, '2017-04-04 12:35:08', '2017-04-04 13:49:57', '9250'
0000003007, 0000000126, '2017-04-04 15:35:24', '2017-04-04 16:58:13', '9401'
0000003008, 0000000126, '2017-04-04 18:23:27', '2017-04-04 19:36:32', '9214'
0000003009, 0000000126, '2017-04-04 20:29:29', '2017-04-04 22:32:48', '9214'
0000003010, 0000000126, '2017-04-05 07:23:57', '2017-04-05 08:56:11', '9214'
0000003011, 0000000126, '2017-04-05 10:41:08', '2017-04-05 12:58:11', '9214'
0000003012, 0000000126, '2017-04-05 13:35:32', '2017-04-05 14:46:49', '9214'
0000003013, 0000000126, '2017-04-05 16:08:56', '2017-04-05 18:17:13', '115954'
0000003014, 0000000126, '2017-04-05 20:38:41', '2017-04-05 22:42:20', '115954'
0000003015, 0000000126, '2017-04-06 07:23:03', '2017-04-06 09:40:55', '9214'
0000003016, 0000000126, '2017-04-06 10:17:13', '2017-04-06 12:34:12', '9214'
0000003017, 0000000126, '2017-04-06 13:46:26', '2017-04-06 14:58:36', '9214'
0000003018, 0000000126, '2017-04-06 16:33:40', '2017-04-06 17:44:04', '9214'
0000003019, 0000000126, '2017-04-06 19:17:03', '2017-04-06 20:23:19', '9224'
0000003020, 0000000126, '2017-04-06 21:04:26', '2017-04-06 22:36:31', '115954'
0000003021, 0000000126, '2017-04-07 13:45:58', '2017-04-07 16:53:12', '9124'
0000003022, 0000000126, '2017-04-08 15:22:42', '2017-04-08 17:26:43', '9124'
0000003023, 0000000127, '2017-04-03 08:35:17', '2017-04-03 10:55:34', '115954'
0000003024, 0000000127, '2017-04-03 11:29:36', '2017-04-03 12:58:39', '9247'
0000003025, 0000000127, '2017-04-03 14:20:23', '2017-04-03 15:42:24', '115954'
0000003026, 0000000127, '2017-04-03 16:28:10', '2017-04-03 17:40:49', '9247'
0000003027, 0000000127, '2017-04-03 18:25:55', '2017-04-03 20:39:47', '115954'
